dataset_row_index,source,target,label,source_graph_status,target_graph_status
15717,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
15718,CC(=O)OC1=CC=CC=C1C(=O)O,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
15784,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
15989,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
16053,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
16072,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
16077,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
16163,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
16171,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
16173,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
16178,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
16216,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
16235,C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
16255,C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt],[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
16259,C1=NNC2=C1NC=NC2=O,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
16268,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
16327,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
16407,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
16449,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
16450,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
16464,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
16488,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
16571,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
16585,C(C(C(C(C(CO)O)O)O)O)O,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
16625,CC(=O)NC1=CC=C(C=C1)O,[O-2].[O-2].[O-2].[As+3].[As+3],1.0,graph_compatible,counterion_or_inorganic_only_structure
16626,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
16705,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
16775,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,[O-2].[O-2].[O-2].[As+3].[As+3],1.0,graph_compatible,counterion_or_inorganic_only_structure
16863,C1CC(OC1CO)N2C=NC3=C2NC=NC3=O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
16892,C(C1C(C(C(C(O1)OC2(C(C(C(O2)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)COS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[Al].[Al].[Al].[Al].[Al].[Al].[Al].[Al].[Al],[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
16904,CC(=O)N(CC(CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
16969,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
16981,CC(C)CC(CC(=O)O)CN,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
17018,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
17026,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
17082,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
17094,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
17195,COC1=CC=CC=C1OCC(COC(=O)N)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
17238,CC1C=CC=CCCC=CC=CC=CC=CC(CC(C(C(CC(=O)CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)C(=O)O)O)OC2C(C(C(C(O2)C)O)N)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
17348,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
17418,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
17428,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
17483,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
17561,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
17577,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
17633,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
17644,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
17647,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
17701,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
17830,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
17846,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
17876,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
17881,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
17905,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,[O-2].[O-2].[O-2].[As+3].[As+3],1.0,graph_compatible,counterion_or_inorganic_only_structure
17910,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
17919,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
17990,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
17993,C1CCC(CC1)(CC(=O)O)CN,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
18047,C1CN(P(=O)(OC1)NCCCl)CCCl,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
18101,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
18134,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
18148,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
18210,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
18222,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
18268,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
18276,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
18321,CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
18413,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
18422,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
18438,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
18599,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
18626,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
18634,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
18676,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
18730,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
18809,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
18899,CC1=NC=C(N1CCO)[N+](=O)[O-],[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
18998,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
19015,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],[O-]S(=O)(=O)[O-],1.0,counterion_or_inorganic_only_structure,graph_compatible
19025,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],S=[Se],1.0,counterion_or_inorganic_only_structure,graph_compatible
19043,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
19075,C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
19077,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
19085,C(N)(N)(Cl)Cl,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
19131,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
19132,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
19162,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
19201,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
19262,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
19298,CCN(CC)C(=S)SSC(=S)N(CC)CC,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
19317,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
19326,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,[O-2].[O-2].[O-2].[As+3].[As+3],1.0,graph_compatible,counterion_or_inorganic_only_structure
19331,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
19341,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,[O-2].[O-2].[O-2].[As+3].[As+3],1.0,graph_compatible,counterion_or_inorganic_only_structure
19344,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
19357,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
19404,CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
19515,C(CCl)NC(=O)N(CCCl)N=O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
19572,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
19599,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)[O-],[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
19604,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
19672,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
19674,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
19717,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
19755,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
19782,C1=C(C(=O)NC(=O)N1)F,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
19807,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
19971,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
20226,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
20233,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
20275,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
20420,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
20498,C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt],[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
20520,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
20551,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
20590,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)Cl)C,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
20591,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
20597,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
20712,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
20870,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
20877,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
20925,CCC1C(COC1=O)CC2=CN=CN2C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
20962,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
20997,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
20998,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)[O-],[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
21001,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
21033,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1NC(=NC2=O)N)N,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
21072,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
21086,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(=O)CO)O)O)O)O)O,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
21113,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
21178,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
21291,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
21353,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
21386,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
21407,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
21412,CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
21417,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
21453,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
21498,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
21595,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
21601,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
21624,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
21662,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
21694,[Na+].[Cl-],[O-]S(=O)(=O)[O-],1.0,counterion_or_inorganic_only_structure,graph_compatible
21704,C(OC(C(F)(F)F)C(F)(F)F)F,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
21711,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,[O-2].[O-2].[O-2].[As+3].[As+3],1.0,graph_compatible,counterion_or_inorganic_only_structure
21715,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
21783,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
21811,CC(=O)CC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)O,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
21818,C1=NC2=C(N1COCCO)NC(=NC2=O)N,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
